"corpus","bul_newscrawl_2011"
"делчев",478
"разполага",478
"мадрид",477
"река",477
"събития",477
"публикувана",477
"обратно",476
"здравеопазването",476
"ей",476
"пространство",475
"строителството",475
"павел",475
"назад",475
"доходи",474
"управител",474
"гориво",473
"второто",473
"помага",473
"рок",473
"мина",472
"задържаха",472
"зле",472
"създава",472
"свободно",472
"политиците",472
"директно",471
"очевидно",470
"асоциацията",470
"получил",470
"изпълнение",470
"маса",469
"гаранция",469
"победата",469
"пенсия",469
"онова",469
"арсенал",469
"прие",469
"предложение",468
"първенството",467
"баскетбол",467
"семейства",467
"установи",467
"обучение",467
"градове",467
"спрат",466
"борислав",466
"илиев",466
"титла",466
"медицински",466
"произход",465
"учениците",465
"обяд",465
"категорично",465
"младенов",465
"анализ",464
"отидат",464
"обявиха",464
"директорът",464
"задължителни",463
"международната",463
"нашето",463
"телефони",462
"финансиране",462
"катастрофи",462
"периода",462
"служби",461
"гастрогуру",461
"пишете",461
"известно",461
"чисто",461
"покрай",461
"наказание",461
"сложи",460
"продукт",460
"броя",460
"проектиране",459
"изкуство",459
"руската",458
"печели",458
"виновни",458
"p",458
"общинските",458
"доклад",458
"мярка",457
"внос",457
"доходите",457
"реформа",457
"каса",457
"носят",457
"нож",457
"улица",456
"изток",456
"грип",456
"църквата",456
"пуснат",456
"вратата",456
"частни",455
"обявен",455
"намерят",455
"вярва",455
"високо",455
"христова",455
"светлана",455
"здравната",455
"думата",455
"предварително",454
"бива",454
"отбеляза",454
"прочети",454
"непрекъснато",453
"обект",453
"секунди",453
"любовта",453
"парламентът",453
"мила",453
"държавните",453
"имах",453
"обувки",453
"световния",453
"преговори",453
"стоят",452
"откриха",452
"успешно",452
"стоилов",452
"циганите",452
"тяхната",452
"средствата",451
"бензин",451
"разкри",451
"животни",450
"полицейска",450
"седмицата",450
"денонощие",450
"борса",450
"ирена",450
"падне",450
"благодарение",450
"бдж",449
"академия",449
"оттам",449
"гласа",449
"приет",448
"райони",448
"полша",448
"положението",448
"собственикът",448
"гимназия",447
"правиш",447
"убити",447
"чиито",446
"подобна",446
"софийския",446
"предвижда",446
"дейността",446
"гърба",445
"възможността",445
"козлодуй",445
"мислите",445
"интересува",444
"звезди",444
"цяло",444
"близки",443
"старите",443
"превърне",443
"полицаите",443
"треньорът",443
"престъпна",443
"куче",443
"питам",442
"академик",442
"сериозен",442
"докаже",442
"нямаш",442
"рзс",442
"грижи",442
"дължи",441
"поведение",441
"хюсеин",441
"разбере",441
"кажем",440
"специалист",440
"поколение",440
"подкрепят",439
"рекорд",439
"дейности",439
"негов",439
"въпросът",438
"общинската",438
"бен",438
"реда",438
"сърцето",438
"кредит",438
"нямаме",438
"футболистите",438
"получиха",437
"подготовка",437
"златни",437
"новините",436
"спаси",436
"стая",436
"федерация",436
"технологии",436
"занимава",436
"натиск",436
"конфликт",436
"съдии",436
"вътрешен",435
"болни",435
"ски",435
"съгласен",435
"запази",434
"ндк",434
"доволен",434
"състава",434
"белгия",433
"изделия",433
"убит",433
"вижте",433
"мнението",433
"албена",433
"район",432
"определи",432
"музей",432
"текст",432
"вашите",432
"журналист",432
"безплатни",431
"сама",431
"законът",431
"страните",431
"никаква",431
"правилно",430
"работни",430
"изпрати",430
"терзийска",430
"близките",430
"покаже",430
"връзки",429
"заповед",429
"финансов",429
"свидетели",429
"университета",428
"сделката",428
"кафе",428
"кариерата",428
"жители",428
"уж",428
"ходят",427
"бнр",427
"най-големият",427
"съдебен",427
"влязат",427
"разговори",427
"контрола",427
"върха",427
"увеличение",426
"мирослав",426
"другото",426
"балъков",426
"росен",426
"битка",425
"престъпност",425
"допълнителни",425
"ползва",424
"намали",424
"миналото",424
"клиентите",424
"съответно",424
"напоследък",424
"литра",423
"проверки",423
"господ",422
"предаване",422
"н",421
"организацията",421
"кое",421
"списание",421
"примерно",421
"мляко",421
"превърна",420
"липсата",420
"осигури",420
"регистрирани",420
